kaffe,coffee,Food & Drinks,Drinks,25
cola,coke,Food & Drinks,Drinks,26
varm chokolade,hot chocolate,Food & Drinks,Drinks,27
drikkevarer,drink,Food & Drinks,Drinks,28
mælk,milk,Food & Drinks,Drinks,29
appelsinjuice,orange juice,Food & Drinks,Drinks,31
sodavand,soda,Food & Drinks,Drinks,32
te,tea,Food & Drinks,Drinks,33
vand,water,Food & Drinks,Drinks,34
kokosvand,coconut water,Food & Drinks,Drinks,1854
brød,bread,Food & Drinks,Food,121
morgenmad,breakfast,Food & Drinks,Food,122
frugter,fruits,Food & Drinks,Food,123
ost,cheese,Food & Drinks,Food,124
æg,egg,Food & Drinks,Food,125
fisk,fish,Food & Drinks,Food,126
suppe,soup,Food & Drinks,Food,128
kød,meat,Food & Drinks,Food,132
sukker,sugar,Food & Drinks,Food,134
salat,salad,Food & Drinks,Food,135
mælkeprodukter,dairy,Food & Drinks,Food,2879
frokost,lunch,Food & Drinks,Food,2880
aftensmad,dinner,Food & Drinks,Food,2881
takeout,takeout,Food & Drinks,Food,2892
blomme,plum,Food & Drinks,Fruits,678
kiwi,kiwi,Food & Drinks,Fruits,679
honningmelon,honeydew melon,Food & Drinks,Fruits,681
fersken,peach,Food & Drinks,Fruits,682
kirsebær,cherry,Food & Drinks,Fruits,683
æble,apple,Food & Drinks,Fruits,685
drue,grape,Food & Drinks,Fruits,690
vandmelon,watermelon,Food & Drinks,Fruits,691
pære,pear,Food & Drinks,Fruits,692
banan,banana,Food & Drinks,Fruits,694
cantaloupe,cantaloupe,Food & Drinks,Fruits,3303
champignon,mushroom,Food & Drinks,Vegetables,129
broccoli,broccoli,Food & Drinks,Vegetables,697
kål,cabbage,Food & Drinks,Vegetables,698
blomkål,cauliflower,Food & Drinks,Vegetables,700
majs,corn,Food & Drinks,Vegetables,701
agurk,cucumber,Food & Drinks,Vegetables,702
salat,lettuce,Food & Drinks,Vegetables,704
persille,parsley,Food & Drinks,Vegetables,706
radise,radish,Food & Drinks,Vegetables,709
asparges,asparagus,Food & Drinks,Vegetables,3186
ært,pea,Food & Drinks,Vegetables,3187
rosenkål,brussels sprout,Food & Drinks,Vegetables,3188
regning,bill,Food & Drinks,Restaurant,730
flaske,bottle,Food & Drinks,Restaurant,731
krydderier,condiments,Food & Drinks,Restaurant,733
dessert,dessert,Food & Drinks,Restaurant,734
menukort,menu,Food & Drinks,Restaurant,738
serviet,napkin,Food & Drinks,Restaurant,739
street food,street food,Food & Drinks,Restaurant,740
dug,tablecloth,Food & Drinks,Restaurant,741
drikkepenge,tip,Food & Drinks,Restaurant,742
tandstikker,toothpick,Food & Drinks,Restaurant,743
bakke,tray,Food & Drinks,Restaurant,744
bacon,bacon,Food & Drinks,More_Foods,764
smør,butter,Food & Drinks,More_Foods,765
skinke,ham,Food & Drinks,More_Foods,768
hamburger,hamburger,Food & Drinks,More_Foods,769
hotdog,hotdog,Food & Drinks,More_Foods,771
laks,salmon,Food & Drinks,More_Foods,776
pølse,sausage,Food & Drinks,More_Foods,777
yoghurt,yogurt,Food & Drinks,More_Foods,779
basilikum,basil,Food & Drinks,Spices_and_Sweets,848
kage,cake,Food & Drinks,Spices_and_Sweets,850
chili,chili,Food & Drinks,Spices_and_Sweets,851
chokolade,chocolate,Food & Drinks,Spices_and_Sweets,852
kanel,cinnamon,Food & Drinks,Spices_and_Sweets,853
småkage,cookie,Food & Drinks,Spices_and_Sweets,854
ingefær,ginger,Food & Drinks,Spices_and_Sweets,855
muffin,muffin,Food & Drinks,Spices_and_Sweets,856
donut,donut,Food & Drinks,Spices_and_Sweets,857
mel,flour,Food & Drinks,Spices_and_Sweets,858
honning,honey,Food & Drinks,Spices_and_Sweets,859
flødeis,ice cream,Food & Drinks,Spices_and_Sweets,860
slikkepind,lollipop,Food & Drinks,Spices_and_Sweets,861
peber,pepper,Food & Drinks,Spices_and_Sweets,862
salt,salt,Food & Drinks,Spices_and_Sweets,863
vanilje,vanilla,Food & Drinks,Spices_and_Sweets,864
blender,blender,Food & Drinks,Cooking,950
dåse,can,Food & Drinks,Cooking,951
kogebog,cookbook,Food & Drinks,Cooking,952
proptrækker,corkscrew,Food & Drinks,Cooking,953
rivejern,grater,Food & Drinks,Cooking,954
saftpresser,juicer,Food & Drinks,Cooking,955
grydeske,ladle,Food & Drinks,Cooking,956
håndmixer,mixer,Food & Drinks,Cooking,957
røreskål,mixing bowl,Food & Drinks,Cooking,958
nøddeknækker,nutcracker,Food & Drinks,Cooking,959
peberkværn,pepper mill,Food & Drinks,Cooking,960
svamp,sponge,Food & Drinks,Cooking,961
si,strainer,Food & Drinks,Cooking,962
termometer,thermometer,Food & Drinks,Cooking,963
æggeur,timer,Food & Drinks,Cooking,964
brødrister,toaster,Food & Drinks,Cooking,965
piskeris,whisk,Food & Drinks,Cooking,966
baguette,baguette,Food & Drinks,Pastries,1494
bolle,bun,Food & Drinks,Pastries,1496
slik,candy,Food & Drinks,Pastries,1497
kiks,crackers,Food & Drinks,Pastries,1499
croissant,croissant,Food & Drinks,Pastries,1500
